name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Collyer,MID,Man Utd,0.0,0,0,0,0,0.0,460,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.0,0,0.0,0,-31,0,31,4.5,True,0,7
Fitzgerald,MID,Man Utd,0.0,0,0,0,0,0.0,461,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.0,0,0.0,0,1,44,43,4.4,True,0,7
J.Fletcher,MID,Man Utd,0.0,0,0,0,0,0.0,462,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-32,30,62,4.4,True,0,7
Kone,MID,Man Utd,0.0,0,0,0,0,0.0,463,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-28,91,119,4.4,True,0,7
Moorhouse,MID,Man Utd,0.0,0,0,0,0,0.0,464,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.0,0,0.0,0,-26,0,26,4.5,True,0,7
Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,465,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.3,0,0.0,0,-186,0,186,6.3,True,0,7
Zirkzee,FWD,Man Utd,0.0,0,0,0,0,0.0,466,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.4,0,0.0,0,-203,436,639,5.8,True,0,7
Obi,FWD,Man Utd,0.0,0,0,0,0,0.0,467,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,1.6,0,0.0,0,1462,5555,4093,4.3,True,0,7
Wheatley,FWD,Man Utd,0.0,0,0,0,0,0.0,468,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,17,0,0,0,0,7,0,0.1,0,0.0,0,-152,0,152,4.5,True,0,7
Pope,GKP,Newcastle,0.0,0,0,31,1,0.0,469,0.0,0.0,0.0,0.0,69,0,0,2.9,29.0,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,4,11.4,1,0.0,7,15202,23488,8286,5.2,True,0,7
Dúbravka,GKP,Burnley,0.0,0,0,12,0,0.0,470,0.0,0.0,0.0,0.0,62,2,0,3.5,34.6,2025-10-05T13:00:00Z,90,2,0,0,0,0,7,5,34.3,1,0.0,2,10727,15117,4390,4.0,False,0,7
Gillespie,GKP,Newcastle,0.0,0,0,0,0,0.0,471,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.1,0,0.0,0,-79,22,101,4.0,True,0,7
Odysseas,GKP,Newcastle,0.0,0,0,0,0,0.0,472,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-11,0,11,4.0,True,0,7
Hall,DEF,Newcastle,0.0,0,0,0,0,0.0,473,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,1.0,0,0.0,0,-5285,17,5302,5.3,True,0,7
Schär,DEF,Newcastle,0.0,0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,1.9,0,0.0,0,-3371,912,4283,5.4,True,0,7
Botman,DEF,Newcastle,0.0,0,0,31,1,10.8,475,0.0,0.0,0.0,0.0,69,0,0,5.0,20.6,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,0.6,1,19.0,6,538,1356,818,4.9,True,0,7
Burn,DEF,Newcastle,0.0,1,2,32,1,11.3,476,0.0,0.0,0.0,0.0,69,0,0,3.7,24.0,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,9.9,1,2.0,11,12531,22581,10050,5.1,True,0,7
Livramento,DEF,Newcastle,0.0,0,0,0,0,0.0,477,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,4.5,0,0.0,0,-34617,67,34684,5.0,True,0,7
Trippier,DEF,Newcastle,0.0,0,0,23,1,44.2,478,0.0,0.0,0.0,0.0,69,0,0,6.3,18.6,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,2.7,1,0.0,6,-1155,2137,3292,5.0,True,0,7
Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,479,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-34,5,39,4.4,True,0,7
Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,480,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.1,0,0.0,0,-57,21,78,4.4,True,0,7
A.Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,481,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.7,0,0.0,0,-415,387,802,3.9,True,0,7
Ashby,DEF,Newcastle,0.0,0,0,0,0,0.0,482,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.2,0,0.0,0,-417,17,434,3.9,True,0,7
Pivas,DEF,Newcastle,0.0,0,0,0,0,0.0,483,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.2,0,0.0,0,-173,103,276,3.9,True,0,7
Targett,DEF,Newcastle,0.0,0,0,0,0,0.0,484,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.2,0,0.0,0,-307,0,307,4.0,True,0,7
Gordon,MID,Newcastle,0.0,0,0,9,1,1.8,485,0.0,0.0,0.0,0.0,69,0,0,1.3,3.8,2025-10-05T13:00:00Z,69,16,0,0,0,0,7,0,2.9,1,7.0,3,2032,8459,6427,7.4,True,0,7
Elanga,MID,Newcastle,0.0,0,0,5,1,28.7,486,0.0,0.0,0.0,0.0,69,0,0,5.0,7.6,2025-10-05T13:00:00Z,69,16,0,0,0,0,7,0,4.4,1,14.0,3,-9017,1613,10630,6.8,True,0,7
Barnes,MID,Newcastle,0.0,0,0,2,0,0.6,487,0.0,0.0,0.0,0.0,69,0,0,2.3,3.0,2025-10-05T13:00:00Z,20,16,0,0,0,0,7,0,0.4,0,19.0,1,-938,254,1192,6.4,True,0,7
Bruno G.,MID,Newcastle,0.0,1,3,52,1,16.3,488,0.0,0.0,0.0,0.0,69,0,1,7.8,44.6,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,2.3,1,17.0,14,2271,5381,3110,6.5,True,0,7
J.Murphy,MID,Newcastle,0.0,0,0,15,0,27.9,489,0.0,0.0,0.0,0.0,69,0,0,5.0,10.2,2025-10-05T13:00:00Z,20,16,0,0,0,0,7,0,0.9,0,12.0,1,-1833,653,2486,6.2,True,0,7
Joelinton,MID,Newcastle,0.0,0,0,13,1,14.7,490,0.0,0.0,0.0,0.0,69,0,0,8.8,11.8,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,0.3,1,61.0,3,-326,465,791,5.9,True,0,7
Tonali,MID,Newcastle,0.0,0,0,19,1,32.3,491,0.0,0.0,0.0,0.0,69,0,0,6.9,19.0,2025-10-05T13:00:00Z,90,16,0,0,0,0,7,0,1.5,1,18.0,3,1029,3429,2400,5.4,True,0,7
Antoñito C.,MID,Newcastle,0.0,0,0,0,0,0.0,492,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-21,0,21,4.9,True,0,7
Longstaff,MID,Leeds,0.0,0,0,21,0,71.2,493,0.0,0.0,0.0,0.0,67,2,0,9.0,13.8,2025-10-04T11:30:00Z,90,18,0,0,0,0,7,0,0.9,1,5.0,2,3734,5512,1778,4.9,True,0,7
Willock,MID,Newcastle,0.0,0,0,0,0,0.0,494,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.1,0,0.0,0,-26,108,134,5.0,True,0,7
Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,495,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-11,0,11,4.5,True,0,7
Kuol,MID,Newcastle,0.0,0,0,0,0,0.0,496,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-67,0,67,4.4,True,0,7
L.Miley,MID,Newcastle,0.0,0,0,3,0,0.0,497,0.0,0.0,0.0,0.0,69,0,0,0.1,1.0,2025-10-05T13:00:00Z,1,16,0,0,0,0,7,0,2.1,0,0.0,1,1815,4842,3027,4.4,True,0,7
White,MID,Newcastle,0.0,0,0,0,0,0.0,498,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.0,0,0.0,0,-7,0,7,4.5,True,0,7
Isak,FWD,Liverpool,0.0,1,0,15,0,17.9,499,0.0,0.0,0.0,0.0,65,1,0,4.1,16.8,2025-10-04T16:30:00Z,73,7,0,0,0,0,7,0,10.2,1,6.0,5,-32067,9268,41335,10.6,False,0,7
Osula,FWD,Newcastle,0.0,0,0,3,0,0.1,500,0.0,0.0,0.0,0.0,69,0,0,0.0,0.2,2025-10-05T13:00:00Z,1,16,0,0,0,0,7,0,0.3,0,0.0,1,-571,426,997,5.5,True,0,7
Neave,FWD,Newcastle,0.0,0,0,0,0,0.0,501,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,16,0,0,0,0,7,0,0.2,0,0.0,0,-116,238,354,4.4,True,0,7
Sels,GKP,Nott'm Forest,0.0,0,0,20,0,0.0,502,0.0,0.0,0.0,0.0,69,2,0,5.4,54.2,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,7,9.7,1,0.0,3,-20874,564,21438,4.9,False,0,7
C.Miguel,GKP,Nott'm Forest,0.0,0,0,0,0,0.0,503,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.1,0,0.0,0,-97,0,97,4.0,False,0,7
Turner,GKP,Nott'm Forest,0.0,0,0,0,0,0.0,504,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.1,0,0.0,0,-113,0,113,4.0,False,0,7
Milenković,DEF,Nott'm Forest,0.0,0,0,9,0,0.4,505,0.0,0.0,0.0,0.0,69,2,0,1.6,15.2,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,4.8,1,0.0,3,-12333,370,12703,5.3,False,0,7
Murillo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,506,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,2.2,0,0.0,0,-2666,453,3119,5.3,False,0,7
Aina,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,507,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,3.0,0,0.0,0,-8725,9,8734,4.8,False,0,7
N.Williams,DEF,Nott'm Forest,0.0,0,0,9,0,11.8,508,0.0,0.0,0.0,0.0,69,2,0,5.4,25.6,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,4.2,1,17.0,0,-8913,651,9564,4.8,False,1,7
David Carmo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,509,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,-28,0,28,4.5,False,0,7
Jair Cunha,DEF,Nott'm Forest,0.0,0,0,9,0,0.4,510,0.0,0.0,0.0,0.0,69,2,0,2.6,26.0,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,0.1,1,0.0,3,-37,33,70,4.3,False,0,7
Morato,DEF,Nott'm Forest,0.0,0,0,9,0,0.4,511,0.0,0.0,0.0,0.0,69,1,0,2.5,24.4,2025-10-05T13:00:00Z,76,15,0,0,0,0,7,0,0.1,1,0.0,3,-110,30,140,4.4,False,1,7
O.Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,512,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,-16,0,16,4.5,False,0,7
Abbott,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,513,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.2,0,0.0,0,-65,118,183,3.9,False,0,7
Boly,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,514,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.5,0,0.0,0,-266,354,620,3.9,False,0,7
Gibbs-White,MID,Nott'm Forest,0.0,0,0,19,0,7.9,515,0.0,0.0,0.0,0.0,69,2,0,4.3,14.2,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,3.2,1,21.0,4,-7482,1160,8642,7.3,False,0,7
Hudson-Odoi,MID,Nott'm Forest,0.0,0,0,7,0,1.4,516,0.0,0.0,0.0,0.0,69,1,0,2.6,7.2,2025-10-05T13:00:00Z,26,15,0,0,0,0,7,0,0.9,0,17.0,1,-2791,306,3097,5.9,False,0,7
Anderson,MID,Nott'm Forest,0.0,0,0,14,0,10.7,517,0.0,0.0,0.0,0.0,69,2,0,1.6,5.4,2025-10-05T13:00:00Z,90,15,0,0,0,0,7,0,3.5,1,0.0,1,-3279,1628,4907,5.4,False,1,7
Jota,MID,Nott'm Forest,0.0,0,0,0,0,0.0,518,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,-56,0,56,5.4,False,0,7
Dominguez,MID,Nott'm Forest,0.0,0,0,0,0,0.0,519,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,-4,23,27,5.0,False,0,7
O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,520,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,0,0,0,5.0,False,0,7
Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,521,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.1,0,0.0,0,-41,45,86,4.9,False,0,7
Yates,MID,Nott'm Forest,0.0,0,0,3,0,1.3,522,0.0,0.0,0.0,0.0,69,1,0,3.1,12.6,2025-10-05T13:00:00Z,63,15,0,0,0,0,7,0,0.1,1,17.0,1,-105,46,151,4.8,False,1,7
Da Silva Moreira,MID,Nott'm Forest,0.0,0,0,0,0,0.0,523,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.1,0,0.0,0,-80,0,80,4.5,False,0,7
Stamenic,MID,Nott'm Forest,0.0,0,0,0,0,0.0,524,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.0,0,0.0,0,-18,0,18,4.5,False,0,7
Wood,FWD,Nott'm Forest,0.0,0,0,4,0,1.3,525,0.0,0.0,0.0,0.0,69,1,0,0.3,0.0,2025-10-05T13:00:00Z,63,15,0,0,0,0,7,0,9.3,1,2.0,2,-59386,1329,60715,7.3,False,0,7
Igor Jesus,FWD,Nott'm Forest,0.0,0,0,6,0,0.4,526,0.0,0.0,0.0,0.0,69,1,0,0.8,6.0,2025-10-05T13:00:00Z,26,15,0,0,0,0,7,0,0.7,0,2.0,1,-1717,871,2588,5.8,False,0,7
Awoniyi,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,527,0.0,0.0,0.0,0.0,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,15,0,0,0,0,7,0,0.4,0,0.0,0,-18,728,746,5.2,False,0,7
Patterson,GKP,Sunderland,0.0,0,0,0,0,0.0,528,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.2,0,0.0,0,-146,71,217,4.3,False,0,7
Moore,GKP,Sunderland,0.0,0,0,0,0,0.0,529,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.4,0,0.0,0,-224,70,294,4.0,False,0,7
Nna Noukeu,GKP,Sunderland,0.0,0,0,0,0,0.0,530,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-54,28,82,4.0,False,0,7
Ballard,DEF,Sunderland,0.0,0,0,12,0,0.5,531,0.0,0.0,0.0,0.0,68,0,0,4.4,36.8,2025-10-04T14:00:00Z,53,14,0,0,0,0,7,0,2.3,1,7.0,3,108,1795,1687,4.6,False,0,7
Hume,DEF,Sunderland,0.0,0,0,1,0,1.8,532,0.0,0.0,0.0,0.0,68,2,0,1.3,6.4,2025-10-04T14:00:00Z,78,14,0,0,0,0,7,0,0.3,1,5.0,1,892,1231,339,4.5,False,0,7
Alese,DEF,Sunderland,0.0,0,0,0,0,0.0,533,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,2,4,2,4.0,False,0,7
Anderson,DEF,Sunderland,0.0,0,0,0,0,0.0,534,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.5,0,0.0,0,-307,344,651,3.9,False,0,7
Cirkin,DEF,Sunderland,0.0,0,0,0,0,0.0,535,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-17,4,21,4.0,False,0,7
Hjelde,DEF,Sunderland,0.0,0,0,0,0,0.0,536,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,1,8,7,4.0,False,0,7
Huggins,DEF,Sunderland,0.0,0,0,0,0,0.0,537,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-110,0,110,4.0,False,0,7
Johnson,DEF,Sunderland,0.0,0,0,0,0,0.0,538,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.3,0,0.0,0,-35,287,322,3.9,False,0,7
O'Nien,DEF,Sunderland,0.0,0,0,0,0,0.0,539,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-13,81,94,4.0,False,0,7
Pembele,DEF,Sunderland,0.0,0,0,0,0,0.0,540,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.5,0,0.0,0,-351,368,719,3.9,False,0,7
Reinildo,DEF,Sunderland,0.0,0,0,0,0,0.0,541,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,4.8,0,0.0,0,-7396,433,7829,4.0,False,0,7
Seelt,DEF,Sunderland,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-171,0,171,4.0,False,0,7
Adingra,MID,Sunderland,0.0,0,0,4,0,18.1,543,0.0,0.0,0.0,0.0,68,2,0,2.6,8.0,2025-10-04T14:00:00Z,36,14,0,0,0,0,7,0,0.6,0,0.0,1,-1512,269,1781,5.2,False,0,7
Diarra,MID,Sunderland,0.0,0,0,0,0,0.0,544,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-114,3,117,5.4,False,0,7
Roberts,MID,Sunderland,0.0,0,0,0,0,0.0,545,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-14,0,14,5.4,False,0,7
Aleksić,MID,Sunderland,0.0,0,0,0,0,0.0,546,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-13,0,13,4.9,False,0,7
E.Le Fée,MID,Sunderland,0.0,0,0,6,0,9.0,547,0.0,0.0,0.0,0.0,68,2,0,1.5,2.4,2025-10-04T14:00:00Z,90,14,0,0,0,0,7,0,0.4,1,4.0,2,-4,585,589,4.9,False,0,7
Mundle,MID,Sunderland,0.0,0,0,0,0,0.0,548,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-2,2,4,4.9,False,0,7
Neil,MID,Sunderland,0.0,0,0,0,0,0.0,549,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-1,23,24,4.8,False,0,7
Poveda,MID,Sunderland,0.0,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-5,8,13,4.8,False,0,7
Rigg,MID,Sunderland,0.0,0,0,0,0,0.0,551,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,57,130,73,4.8,False,0,7
Sadiki,MID,Sunderland,0.0,0,0,10,0,5.9,552,0.0,0.0,0.0,0.0,68,2,0,1.6,10.0,2025-10-04T14:00:00Z,90,14,0,0,0,0,7,0,0.0,1,0.0,1,-127,15,142,5.0,False,1,7
Talbi,MID,Sunderland,0.0,0,0,3,0,12.8,553,0.0,0.0,0.0,0.0,68,0,0,4.1,6.4,2025-10-04T14:00:00Z,32,14,0,0,0,0,7,0,0.2,0,22.0,1,-320,102,422,5.0,False,0,7
Ba,MID,Sunderland,0.0,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.2,0,0.0,0,-207,96,303,4.4,False,0,7
Browne,MID,Sunderland,0.0,0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-51,0,51,4.5,False,0,7
Ekwah,MID,Sunderland,0.0,0,0,0,0,0.0,556,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-12,0,12,4.5,False,0,7
H.Jones,MID,Sunderland,0.0,0,0,0,0,0.0,557,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-3,69,72,4.4,False,0,7
Matete,MID,Sunderland,0.0,0,0,0,0,0.0,558,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.2,0,0.0,0,-14,408,422,4.4,False,0,7
Triantis,MID,Sunderland,0.0,0,0,0,0,0.0,559,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.0,0,0.0,0,-58,0,58,4.4,False,0,7
Isidor,FWD,Sunderland,0.0,0,0,1,0,0.3,560,0.0,0.0,0.0,0.0,68,2,0,0.3,0.2,2025-10-04T14:00:00Z,58,14,0,0,0,0,7,0,3.4,0,2.0,1,-12891,6840,19731,5.6,False,0,7
Mayenda,FWD,Sunderland,0.0,0,0,5,0,11.5,561,0.0,0.0,0.0,0.0,68,0,0,1.8,1.6,2025-10-04T14:00:00Z,32,14,0,0,0,0,7,0,0.8,0,5.0,1,-2561,277,2838,5.5,False,0,7
Abdullahi,FWD,Sunderland,0.0,0,0,0,0,0.0,562,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.4,0,0.0,0,-520,273,793,4.4,False,0,7
Luís Hemir,FWD,Sunderland,0.0,0,0,0,0,0.0,563,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-212,0,212,4.4,False,0,7
Rusyn,FWD,Sunderland,0.0,0,0,0,0,0.0,564,0.0,0.0,0.0,0.0,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,14,0,0,0,0,7,0,0.1,0,0.0,0,-140,0,140,4.4,False,0,7
Vicario,GKP,Spurs,0.0,0,0,13,0,0.0,565,0.0,0.0,0.0,0.0,67,1,0,2.7,26.8,2025-10-04T11:30:00Z,90,11,0,0,0,0,7,3,11.5,1,0.0,3,-17680,2485,20165,5.1,False,0,7
Austin,GKP,Spurs,0.0,0,0,0,0,0.0,566,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,11,0,0,0,0,7,0,0.3,0,0.0,0,699,923,224,3.9,False,0,7
Kinsky,GKP,Spurs,0.0,0,0,0,0,0.0,567,0.0,0.0,0.0,0.0,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,11,0,0,0,0,7,0,1.9,0,0.0,0,2483,4072,1589,3.9,False,0,7
Pedro Porro,DEF,Spurs,0.0,1,0,15,0,2.9,568,0.0,0.0,0.0,0.0,67,1,0,2.2,15.2,2025-10-04T11:30:00Z,90,11,0,0,0,0,7,0,20.8,1,4.0,7,-24353,4318,28671,5.6,False,0,7
Romero,DEF,Spurs,0.0,0,0,10,0,0.8,569,0.0,0.0,0.0,0.0,67,1,0,1.8,15.6,2025-10-04T11:30:00Z,90,11,0,0,0,0,7,0,6.9,1,2.0,1,-16547,1796,18343,5.1,False,1,7
Danso,DEF,Spurs,0.0,0,0,3,0,0.0,570,0.0,0.0,0.0,0.0,67,0,0,0.2,2.2,2025-10-04T11:30:00Z,5,11,0,0,0,0,7,0,0.1,0,0.0,1,-86,107,193,4.3,False,0,7
